sentence,source,title,sentence_length,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
"Als een AI-toepassing is getraind op vooringenomen gegevens, zullen de algoritmen waarschijnlijk vooringenomen zijn.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,15.99857142857143,19.549285714285716,24.50474392857143,5.296428571428587,19.885714285714286,64.0,15.24744871391589,7.0,18.99304285714286,2,1,0,0,0,1,0,0,1
"Goede cijfers, school of vaardigheden zouden niet de enige meting zijn.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,13,8.009090909090911,9.332727272727272,13.046825909090916,57.23363636363637,8.036363636363637,29.181818181818183,8.477225575051662,2.0,17.10119090909091,1,1,0,0,0,1,0,0,0
"Bij het verzamelen van meer soorten gegevens, de metadata van de sociale media-inhoud, familieleden, alles wat verwant is, zou allemaal een dubbelzijdige zwaard zijn.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,29,17.37,17.652499999999996,16.775535916666662,13.27500000000002,21.26666666666667,65.66666666666666,17.491376746189438,10.0,19.958983333333336,2,1,0,0,1,0,0,0,0
"Alle informatie online kan worden gebruikt om personen te identificeren, maar de privacywetgeving was niet ontworpen om te overwegen welke persoonlijke informatie moet worden beschermd en hoe dit te doen[7].",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,33,17.435483870967747,20.506774193548388,16.247802258064517,25.273225806451627,22.72258064516129,63.25806451612903,18.491933384829668,10.0,19.945390322580643,1,4,0,0,0,1,0,0,0
"Het rekruteringshulpmiddel dat Amazon sinds 2014 heeft ontwikkeld, kan een van de voorbeelden zijn.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,9.255714285714287,13.829999999999998,17.364924857142853,53.63928571428574,14.171428571428573,35.42857142857143,12.486832980505138,3.0,20.1209,1,2,0,1,0,0,0,1,0
Het programma zou worden gebruikt om cv's van kandidaten te beoordelen om de mensen te zoeken die het beste in capaciteit zijn.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,23,10.310434782608699,11.367391304347827,9.499944869565219,62.10739130434784,16.156521739130437,44.73913043478261,13.954451150103322,5.0,19.19425652173913,1,2,0,1,0,0,0,1,0
"Hoewel de bedoeling was om een genderneutem systeem te creÃ«ren, bleek het resultaat overweldigend mannelijk gedomineerd.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,20,13.945882352941176,15.607058823529407,18.08374735294118,25.356470588235307,20.917647058823533,58.1764705882353,16.41640786499874,7.0,19.340876470588235,1,0,0,0,0,1,0,0,1
"De reden hiervoor is omdat Amazons systeem automatisch de cv's met het woord ""vrouwen"" in hun aanvragen verlaagde.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,21,8.588421052631581,11.124210526315785,11.422294052631578,67.32894736842107,11.810526315789474,55.8421052631579,10.745966692414834,7.0,17.875742105263157,1,0,0,0,0,0,0,1,0
"Het bedrijf ontbond het team en kondigde aan dat het gereedschap ""nooit door Amazon recruiters is gebruikt om kandidaten te beoordelen"".[8,9]",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,23,11.849565217391305,13.619999999999997,12.312047521739132,51.07260869565218,16.156521739130437,57.78260869565217,13.954451150103322,8.0,18.507734782608697,1,0,0,1,0,0,0,1,0
"Echter, het is moeilijk hun woorden te autoriseren en te vrezen voor de mogelijkheid dat bedrijven deze gediscrimineerde gegevens gebruiken bij het rekruteren en aannemen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,27,16.816,18.387999999999998,17.1188406,19.028000000000024,24.400000000000002,65.0,19.431676725154983,10.0,20.0349,1,0,0,0,0,1,0,0,0
"Dit zou geen uitzondering zijn, andere bedrijven zouden hetzelfde probleem tegenkomen bij het gebruik van AI-automatisering.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,18,15.725000000000005,18.068125000000002,21.67149456250001,10.820000000000032,13.9,59.75,12.486832980505138,7.0,20.220100000000002,1,2,0,0,0,1,0,0,0
"Ondanks die zorgen, duwen meer bedrijven nog steeds hard om meer delen van rekrutering en aanneming te automatiseren.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,20,12.407777777777778,13.213333333333331,14.567980333333335,38.165000000000035,16.08888888888889,45.77777777777778,13.954451150103322,5.0,18.564855555555553,0,0,0,0,1,1,0,0,1
Het bedrijf zou zijn softwareontwikkelaars moeten aansporen om het systeem actief te monitoren,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,13,13.080000000000002,14.779230769230772,19.01154230769231,24.44000000000002,14.430769230769233,51.46153846153846,12.486832980505138,5.0,20.0713,1,2,0,1,0,0,0,1,0
om te zorgen dat er niets dergelijks gebeurt,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,8,3.7550000000000026,4.353750000000002,7.695096875000004,82.39000000000001,8.200000000000001,33.0,8.477225575051662,2.0,19.823300000000003,0,0,0,0,1,0,0,0,1
"Algemeen werkt AI efficiÃ«nter dan het menselijk brein, maar als het systeem enorm is en de software beslissingen neemt achter een dashboard, zouden er zorgen zijn over de mogelijke ernstige juridische problemen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,37,16.231515151515154,20.332727272727276,14.839994393939396,37.467272727272764,20.472727272727276,66.33333333333334,16.41640786499874,11.0,20.106330303030305,2,1,0,0,0,0,0,0,0
"Hoewel volgens de wetten die worden gehandhaafd door de Equal Employment Opportunity Commission (EEOC) het verboden is om iemand (sollicitant of werknemer) te discrimineren op basis van ras, kleur, religie, geslacht (inclusief genderidentiteit, seksuele geaardheid en zwangerschap), nationaliteit, leeftijd (40 jaar of ouder), handicap of genetische informatie.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,63,26.591063829787235,32.0336170212766,20.9755400212766,-11.86999999999999,30.71489361702128,91.68085106382978,23.493901531919196,21.0,19.40599787234043,1,1,0,0,0,1,0,0,1
"Het is ook verboden om wraak te nemen op iemand omdat hij of zij klachten heeft ingediend over discriminatie, een klacht van discriminatie heeft ingediend of heeft deelgenomen aan een onderzoek of rechtszaak over discriminatie.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,37,20.311428571428575,21.773142857142858,15.441032028571431,11.778571428571446,23.142857142857146,63.57142857142857,18.491933384829668,10.0,18.45564285714286,1,3,0,1,0,1,0,1,0
"Maar als de informatie onbedoeld wordt meegenomen en beoordeeld door bedrijven, zou dit meerdere vragen oproepen vanwege het verantwoordelijkheidsprobleem.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,21,17.904210526315797,21.53578947368421,24.419859421052635,0.5394736842105203,22.33684210526316,66.36842105263159,17.491376746189438,9.0,19.53784736842105,0,2,1,0,0,1,0,0,0
Het effect van algoritmes kan leiden tot genderdiscriminatie.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,9,15.555000000000003,13.77375,19.454798875,-2.209999999999974,13.200000000000001,33.0,10.745966692414834,2.0,19.823300000000003,0,1,0,1,0,1,0,1,0
"Als we zoeken naar 'CEO' op Google, krijgen we voornamelijk mannelijke afbeeldingen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,6.790000000000003,11.652499999999996,15.542732583333333,67.75500000000002,14.8,45.333333333333336,12.486832980505138,4.0,17.390033333333335,0,0,0,0,0,0,0,0,1
"We vertellen onszelf dat Google de wereld aan ons weergeeft, ""een wereld waar discriminatie bestaat"".",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,19,9.140000000000004,12.131999999999998,14.761886200000003,56.25000000000003,11.333333333333336,48.333333333333336,10.745966692414834,5.0,19.117833333333333,0,0,0,1,0,1,0,0,0
We geloven dat de Google-bots die het web crawlen kleur- en genderblind zijn.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,14,5.818461538461541,7.895384615384614,10.41791392307693,76.50153846153849,11.353846153846156,43.769230769230774,10.745966692414834,4.0,16.42745384615385,1,0,0,1,0,0,0,0,0
We vertrouwen erop dat de algoritmes die onze zoekopdrachten beantwoorden objectiever zijn dan mensen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,15,12.62714285714286,15.175714285714285,19.044882285714294,29.467857142857163,19.885714285714286,49.714285714285715,15.24744871391589,5.0,17.865185714285715,1,0,0,1,0,0,0,0,0
Men kan niet beweren dat Googles zoekalgoritme en de daarmee gerelateerde advertentieplatformen inherent gebrekkig zijn.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,17.006666666666664,19.04,23.38566766666667,-0.14999999999998082,22.0,68.33333333333334,16.41640786499874,8.0,19.117833333333333,1,1,0,0,0,0,0,0,0
"Hoewel ze bedoeld zijn om vooroordelen te verminderen, laten de meeste aanwervingsalgoritmes toch vooroordelen toe.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,17,13.860000000000003,17.156,21.033727266666673,22.41000000000002,16.666666666666668,48.333333333333336,13.954451150103322,5.0,19.117833333333333,1,0,0,0,0,0,0,0,1
In een recent onderzoek van de Northeastern University en de USC werd aangetoond dat er op Facebook breed gerichte advertenties voor kassamedewerkers werden getoond aan een publiek van 85% vrouwen[11].,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,32,15.532258064516128,19.59516129032258,15.109766580645164,38.91838709677422,17.561290322580646,66.48387096774194,13.954451150103322,11.0,20.454745161290326,0,2,0,0,1,0,0,0,0
Dit kan een typisch geval zijn waarbij algoritmes zonder menselijke tussenkomst vooroordelen in het systeem introduceren.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,17,16.462500000000002,17.479374999999997,20.936513187500005,5.5325000000000095,18.900000000000002,66.0,15.24744871391589,8.0,19.233225,1,1,0,0,0,0,0,0,0
"Om diversiteit in de invoergegevens te garanderen, zou het verzamelen van meer trainingsgegevens specifiek met kwetsbare groepen helpen om onrechtvaardigheid te voorkomen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,24,17.66272727272727,21.255454545454548,22.40968090909091,7.614090909090933,23.345454545454547,67.45454545454545,18.491933384829668,10.0,19.082245454545458,0,1,0,0,1,1,0,0,0
"Bij het praten over een ander bedrijf versterkt Google ook seksuele discriminatie met het algoritme en AdFisher, een geautomatiseerd hulpmiddel dat onderzoekt hoe gebruikersgedrag, Google-advertenties en Ad Settings samenwerken.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,32,21.354482758620694,25.06551724137931,23.121381068965512,-6.386206896551723,21.255172413793105,73.82758620689656,17.491376746189438,13.0,19.231451724137933,0,0,0,0,1,1,0,0,0
AdFisher kan browsergebaseerde experimenten uitvoeren en gegevens analyseren met machine learning en significantietests.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,14,23.06461538461539,23.83692307692307,30.318948076923085,-47.144615384615356,23.661538461538463,82.23076923076923,16.41640786499874,9.0,17.64206923076923,0,1,0,0,0,1,0,0,0
"De Ad Settings was vaag over sommige kenmerken van een gebruikersprofiel, waaronder keuzemogelijkheden voor advertenties.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,17,16.220000000000006,19.04,23.38566766666667,5.4900000000000055,19.333333333333332,61.666666666666664,15.24744871391589,7.0,18.06516666666667,1,0,0,0,0,0,0,1,0
"Als het geslacht op vrouw wordt ingesteld, resulteert dit in minder advertenties met betrekking tot hoogbetaalde banen dan als het op man wordt ingesteld.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,26,12.945,15.886249999999997,14.570591791666672,45.000000000000014,19.6,53.16666666666667,16.41640786499874,7.0,18.643150000000002,0,2,0,0,0,1,0,0,1
Mogelijke redenen kunnen zijn dat Google het systeem expliciet heeft geprogrammeerd om de advertentie minder vaak aan vrouwen te tonen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,21,12.860000000000003,15.652499999999996,16.528975250000002,38.48500000000003,16.0,55.0,13.954451150103322,7.0,20.4185,1,2,0,0,0,1,0,0,0
"Mannen en vrouwen reageren anders op advertenties en Google's targeting-algoritme reageert op het verschil (bijvoorbeeld, Google leerde dat mannen meer geneigd zijn om op deze advertentie te klikken dan vrouwen).",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,34,16.674193548387098,21.11451612903226,17.006492709677417,30.73129032258067,18.851612903225806,66.48387096774194,15.24744871391589,11.0,20.964100000000002,1,0,0,0,0,1,0,0,0
Er is meer concurrentie voor adverteren naar vrouwen waardoor de adverteerder minder advertentieplekken voor vrouwen wint.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,17,14.250000000000004,17.77375,21.304003875000006,21.39500000000002,16.400000000000002,59.75,13.954451150103322,7.0,19.233225,1,0,0,0,0,1,0,0,0
"Sommige derden (bijvoorbeeld, een hacker) manipuleren het advertentie-ecosysteem.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,12,22.930000000000003,23.7825,31.949482250000003,-55.08499999999997,18.2,58.0,12.486832980505138,4.0,19.823300000000003,0,0,0,0,0,1,0,0,0
"Een onderzoek gebruikt gegevens van een veldtest van een advertentie die bedoeld was om banen en opleidingen in STEM (Wetenschap, Technologie, Ingenieurswetenschappen en Wiskunde) te promoten.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,31,18.150000000000002,20.916923076923077,19.69721838461539,11.245000000000022,18.092307692307696,72.15384615384616,15.24744871391589,12.0,18.28686923076923,1,0,0,0,0,1,0,1,0
De advertentie was bedoeld om genderneutraal te zijn en werd neutraal gericht.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,13,9.740000000000002,10.475000000000001,14.07276983333334,46.605000000000025,14.8,53.666666666666664,12.486832980505138,5.0,18.705866666666665,2,1,0,0,0,1,0,1,0
Deze advertentie werd getest in 191 landen over de hele wereld.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,12,5.863636363636363,6.335454545454546,9.305102545454549,72.61545454545455,8.036363636363637,20.090909090909093,8.477225575051662,1.0,17.10119090909091,0,1,0,0,0,1,0,0,0
Empirisch bleek echter dat de advertentie 20% meer aan mannen dan aan vrouwen werd getoond [12].,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,19,6.137499999999999,9.236875000000001,10.6467739375,79.55750000000002,8.9,41.0,8.477225575051662,4.0,20.220100000000002,0,1,0,0,0,1,0,0,0
Veel redenen droegen bij aan dit resultaat:,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,8,9.054285714285715,6.2928571428571445,10.211675428571432,42.61571428571431,14.228571428571428,49.857142857142854,10.745966692414834,3.0,19.773699999999998,0,0,0,0,0,0,0,0,0
"algoritmes die proberen de kliks te maximaliseren, waardoor er meer aan mannen dan aan vrouwen wordt getoond, of vrouwen zijn minder geneigd om websites met advertenties te bezoeken.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,31,15.98,18.13857142857143,15.061698571428579,30.365000000000027,19.771428571428572,67.28571428571428,16.41640786499874,11.0,19.123514285714286,1,1,0,0,0,0,0,0,0
Alle resultaten wijzen op hetzelfde punt:,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,7,6.416666666666668,9.044999999999998,13.567113500000005,59.745000000000005,9.066666666666666,39.333333333333336,8.477225575051662,2.0,19.7241,0,0,0,0,0,0,0,0,0
"omdat een woord al leidt tot lagere lonen / geen STEM-banen, zou deze discriminatie van algoritmes een grotere kans hebben om toe te nemen in plaats van te verminderen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,31,13.451428571428576,15.615357142857142,11.911778392857144,48.49357142857143,15.485714285714288,45.85714285714286,12.486832980505138,5.0,19.687442857142862,0,2,0,0,0,1,0,0,1
"Om diversiteit in de invoergegevens te garanderen, zou het verzamelen van meer trainingsgegevens specifiek met kwetsbare groepen helpen bij ongelijkheid.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,22,16.99,19.656,21.526848600000008,8.875000000000014,22.0,65.0,17.491376746189438,9.0,18.8395,0,1,0,0,1,1,0,0,0
"Bedrijven moeten investeren in opleiding en herscholing, mogelijke opleidingen en leerstages voor vrouwen aanbieden.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,18.52714285714286,19.549285714285716,24.50474392857143,-12.832142857142818,25.6,78.28571428571429,17.491376746189438,9.0,18.99304285714286,0,1,0,0,0,1,0,0,0
Ook kunnen bedrijven en de overheid herscholingsmogelijkheden voor vrouwen in het midden van hun carriÃ¨re of vrouwen die terugkeren naar de arbeidsmarkt overwegen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,24,15.895,18.044999999999995,17.2655235,23.85000000000001,19.6,57.333333333333336,16.41640786499874,8.0,18.643150000000002,0,1,0,0,0,1,0,0,0
"Bedrijven moeten overgangs-kosten subsidiÃ«ren, overheids- of bedrijfssubsidies voor gerichte beroepen en sectoren.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,19.43384615384615,21.300769230769234,27.15287446153846,-21.11384615384612,23.661538461538463,74.53846153846155,16.41640786499874,8.0,18.856684615384616,0,1,0,0,0,0,0,0,0
Gemeenschap en overheid kunnen kinderopvangsubsidies verstrekken voor ouders die herscholing volgen of hoger onderwijs volgen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,18.580000000000002,20.924,25.737608066666674,-11.429999999999982,19.333333333333332,55.0,15.24744871391589,6.0,18.06516666666667,0,1,0,0,0,1,0,0,0
"Overheid kan investeren in digitale platformen, samenwerking met grote open online cursussen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,14,15.64,15.970000000000006,20.932596000000004,4.305000000000014,21.46666666666667,62.0,15.24744871391589,6.0,16.0742,0,1,0,0,0,1,0,0,0
"Bedrijven moeten transparanter zijn over arbeidsvraagtrends, bijdragen aan technische school- of universiteitscurricula samen met de industrie, investeren in informatiecampagnes gericht op vrouwen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,25,23.562727272727276,26.39363636363636,28.82406381818182,-34.68590909090905,21.527272727272727,72.0,17.491376746189438,11.0,16.929063636363637,1,1,0,0,0,0,0,0,0
"Data-testen: stel AI-ontwikkelingsstandaarden, testprocedures, controles en andere technische bestuursaspecten in om ervoor te zorgen dat de data die wordt gebruikt bij het trainen van AI-applicaties grondig wordt gecontroleerd en gecertificeerd tegen een vooroordeel voordat de applicatie in productie gaat.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,43,24.732820512820513,30.194615384615382,23.54414692307693,-12.796153846153814,23.805128205128206,80.02564102564102,18.491933384829668,16.0,20.146284615384616,0,2,0,0,0,1,0,0,0
stel testvereisten en controles in rond de uitvoer die door AI wordt geproduceerd of beslissingen die worden genomen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,19,11.752222222222223,13.475000000000001,14.89463872222223,42.86500000000002,18.311111111111114,51.333333333333336,15.24744871391589,6.0,15.933188888888887,0,2,0,0,0,0,0,0,0
Beoordeel en bevraag deze uitvoer en beslissingen tegen een vooroordeel om ervoor te zorgen dat ze eerlijke en positieve resultaten vertegenwoordigen die voldoen aan de verwachtingen en geen nadelige en onrechtvaardige gevolgen hebben voor een groep mensen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,38,21.802162162162166,25.075405405405405,18.360816000000007,4.652972972972982,24.52972972972973,74.83783783783784,19.431676725154983,14.0,20.834943243243245,0,1,0,0,0,0,0,0,0
"Ontwikkelteams: zorg ervoor dat AI-ontwerp- en ontwikkelteams divers zijn en vrouwelijke datawetenschappers, programmeurs, ontwerpers en andere sleutelteamleden bevatten die invloed hebben op de manier waarop een AI-applicatie wordt ontwikkeld.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,33,21.354482758620694,27.339310344827588,25.9599298275862,-6.386206896551723,22.634482758620692,70.37931034482759,18.491933384829668,12.0,20.32041724137931,1,2,0,0,0,1,0,0,0
"Stel doelen en stel opleidingen, wervings- en rotatieprogramma's op om naar dit doel te bewegen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,17,9.825,9.53125,11.014264625000003,53.12000000000002,13.9,41.0,12.486832980505138,4.0,20.220100000000002,0,0,0,0,0,0,0,0,0
Conclusie: Bedrijven en de overheid moeten dubbel voorzichtig zijn met de toepassing van automatisering.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,14.312857142857148,15.512142857142855,19.464871642857148,17.382142857142874,17.02857142857143,56.857142857142854,13.954451150103322,6.0,18.99304285714286,1,1,0,0,0,1,0,0,0
De gevolgen van vooringenomen data en algoritmes in de arbeidsmarkt kunnen de gelijkheid ondermijnen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,15,14.312857142857148,14.839285714285715,18.624892928571427,17.382142857142874,22.742857142857144,56.857142857142854,16.41640786499874,6.0,18.99304285714286,0,1,0,0,0,1,0,1,0
Daarom moeten bedrijven AI-toepassingen op een verantwoorde manier ontwikkelen en inzetten.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,12,16.590909090909097,18.32454545454545,24.27199600000001,-4.2936363636363595,18.94545454545455,56.45454545454545,13.954451150103322,5.0,19.972099999999998,0,1,0,0,0,0,0,0,1
Ze moeten proactief zoeken naar bestaande maatschappelijke vooroordelen en deze elimineren.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,12,14.445454545454545,18.32454545454545,24.27199600000001,11.088181818181845,15.309090909090907,56.45454545454545,12.486832980505138,5.0,19.972099999999998,0,1,0,1,0,0,0,0,0
"Ook andere vooroordelen, zoals ras, etniciteit en religie, kunnen een rol spelen.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,16,11.706666666666667,10.475000000000001,14.07276983333334,32.505,14.8,37.0,12.486832980505138,3.0,20.021700000000003,0,1,0,0,0,0,0,0,0
Als gevolg hiervan moeten bedrijven hun bovenstaande inspanningen en maatregelen uitbreiden om ervoor te zorgen dat de AI-toepassingen die ze inzetten geen enkele groep mensen schaden.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,27,15.880769230769232,20.192307692307686,18.792625923076926,27.514230769230796,19.630769230769232,60.61538461538461,16.41640786499874,9.0,20.108792307692312,0,1,0,0,0,0,0,0,1
"AI heeft het potentieel om de gender- en leiderschapskloof in bedrijven te verminderen door vooroordelen weg te nemen bij het rekruteren, beoordelen en bevorderen, wat helpt om vrouwelijke werknemers te behouden en, mogelijk, door in te grijpen in de dagelijkse interacties die invloed hebben op het gevoel van inclusie van werknemers.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,56,25.35490196078432,29.836470588235294,15.785296960784311,4.11705882352944,32.94901960784314,86.29411764705883,24.908902300206645,18.0,20.09845294117647,0,2,0,0,0,0,0,0,0
"Het effect van AI zou meerdere zorgen oproepen, maar betekent niet dat de samenleving zou stoppen met het verkennen van dit veld.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,24,10.690000000000001,12.263636363636365,11.18451081818182,57.60500000000002,16.072727272727274,49.27272727272727,13.954451150103322,6.0,19.79997272727273,0,2,0,1,0,1,0,1,0
Het doel van het creÃ«ren van technologie is altijd voor grotere goederen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,15,7.633846153846157,7.170769230769231,9.513321461538467,63.48615384615385,11.353846153846156,36.07692307692308,10.745966692414834,3.0,18.856684615384616,1,0,0,1,0,0,0,1,0
"Maar als AI en automatisering niet volledig ontwikkeld en op een genderverantwoorde manier toegepast worden, zijn ze waarschijnlijk bestaande genderstereotypen te reproduceren en te versterken.",AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,27,18.704000000000004,22.5328,22.293109480000005,5.492000000000022,24.400000000000002,65.0,19.431676725154983,10.0,20.6665,1,1,1,0,0,1,0,0,0
Bedrijven en personen moeten voorzichtig zijn en maatregelen nemen om genderdiscriminatie te verminderen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,14,18.52615384615385,18.402307692307694,23.53450461538462,-14.606153846153836,20.58461538461539,59.15384615384615,15.24744871391589,6.0,20.0713,1,1,0,0,0,1,0,0,0
Ook moet de overheid wetgeving maken en op het gebied van onderwijs gelijkheid ondersteunen.,AbstractiveSumm,TheImpactofAIOnJobsAndSexualDiscrimination,15,11.784285714285716,11.811428571428571,14.844988714285716,35.51071428571431,19.885714285714286,49.714285714285715,15.24744871391589,5.0,20.1209,0,1,0,0,0,1,0,0,0
"Jana Van Damme, Hermien De Baene, Louise Rasschaert, Caroline Moerenhout en Kirsten Masselis zijn Lector logopedie en audiologie",AbstractiveSumm,VirtualRealityStotterTherapie,21,15.030000000000001,15.829999999999998,17.83456422222222,19.36500000000002,11.644444444444446,62.44444444444444,10.745966692414834,8.0,20.3193,1,0,0,0,0,0,0,0,0
"Zorg en Welzijn, stottertherapeut Huis voor HOGENT, Stottertherapeut Algemene Aanpak Stotteren en VZW BeSt, Logopedist en stottertherapeut",AbstractiveSumm,VirtualRealityStotterTherapie,20,15.334117647058822,20.04,23.617724764705883,15.403529411764733,11.505882352941178,58.1764705882353,10.745966692414834,7.0,19.340876470588235,0,0,0,0,0,0,0,0,0
Het is niet gemakkelijk om de aangeleerde vaardigheden toe te passen in het dagelijkse leven bij stottertherapie.,AbstractiveSumm,VirtualRealityStotterTherapie,18,12.55764705882353,13.667647058823526,15.662632235294119,35.309411764705914,18.564705882352943,46.41176470588235,15.24744871391589,5.0,17.483229411764704,1,0,0,1,0,0,0,1,0
simulatie biedt de kans om het dagelijkse leven binnen te halen in de veiligheid van de therapiekamer.,AbstractiveSumm,VirtualRealityStotterTherapie,18,9.781176470588235,10.619999999999997,11.858022764705886,55.21529411764709,16.211764705882356,40.529411764705884,13.954451150103322,4.0,19.340876470588235,0,0,0,0,0,1,0,0,0
Zo kan de angstige situatie meerdere keren geoefend worden,AbstractiveSumm,VirtualRealityStotterTherapie,9,8.89777777777778,9.236666666666665,13.57755933333333,47.30000000000003,12.488888888888889,53.44444444444444,10.745966692414834,4.0,19.8729,0,2,0,0,0,1,0,0,0
vooraleer de stap naar het dagelijkse leven wordt gezet.,AbstractiveSumm,VirtualRealityStotterTherapie,10,6.2755555555555596,7.666666666666668,11.617609000000002,66.10000000000001,12.488888888888889,31.22222222222222,10.745966692414834,2.0,19.8729,0,1,0,0,0,0,0,0,0
Dit onderzoek had als doel de bereidheid te onderzoeken van (jong),AbstractiveSumm,VirtualRealityStotterTherapie,13,5.863636363636363,7.191818181818181,10.374166363636366,72.61545454545455,15.309090909090907,38.27272727272727,12.486832980505138,3.0,18.536645454545457,0,1,0,0,0,1,0,0,0
volwassenen die stotteren om VR te gebruiken tijdens de overgangsfase.,AbstractiveSumm,VirtualRealityStotterTherapie,11,9.55,11.829999999999998,16.519574,44.40500000000001,20.0,60.0,13.954451150103322,5.0,18.3435,0,0,0,0,0,0,0,0,0
Een eerste versie van VR werd getest door een groep van dertien (jong) volwassenen die stotteren.,AbstractiveSumm,VirtualRealityStotterTherapie,19,7.612500000000001,9.825624999999999,11.381755312500001,68.98250000000002,11.4,34.75,10.745966692414834,3.0,18.24635,0,1,0,0,0,0,0,1,0
